_id,url,word_count,section,date,type,headline,abstract
nyt://article/92a7d4be-9064-5206-ab9c-cadd376a9033,https://www.nytimes.com/2000/04/04/technology/ariba-bank-of-america-form-alliance.html,482,Technology,2000-04-04T05:00:00+0000,None,"Ariba, Bank of America Form Alliance","April 04, 2000"
nyt://article/3bf7f830-4256-53b9-87ff-80fb16d8c102,https://www.nytimes.com/2000/04/13/world/israeli-high-court-orders-release-of-8-lebanese-prisoners.html,949,World,2000-04-13T05:00:00+0000,Foreign Desk,Israeli High Court Orders Release of 8 Lebanese Prisoners,"Israel's Supreme Court reverses itself, ruling that Israel is not justified in holding Lebanese detainees as bargaining chips for missing Israeli soldiers; court orders that 8 of 15 Lebanese detainees who have been imprisoned without charges for more than decade be released immediately; after court rules, Israeli prison authorities say they will release 13 of 15 detainees; two others, Mustafa al-Dirani and Sheik Abdel Karim Obeid, are high-ranking guerrilla leaders who are being held in secret location by army; Justice Min Yossi Beilin says government would try to retain them as security risks; Prime Min Ehud Barak expresses his opposition to prisoner release but says he would abide by court's ruling; photo (M)"
nyt://article/34c6aa57-e058-5144-b929-3be19eb82145,https://www.nytimes.com/2000/06/30/business/business-digest-006343.html,544,Business Day,2000-06-30T05:00:00+0000,Business/Financial Desk,BUSINESS DIGEST," I.M.F. to Consider Changes In Conditions Put on Loans  The International Monetary Fund, which has ordered developing nations to enact wrenching reforms as the price for emergency aid in recent years, is likely to curtail the demands it makes of clients who borrow money in the future, a senior fund official said.    Streamlining the conditions the I.M.F. imposes on borrowers is one of the changes Horst Kohler, the new managing director, is weighing as a panel he set up to study the agency's role finishes a draft report. [Page C2.]"
nyt://article/1f403985-5504-5aed-bdc6-49bdb1667c4b,https://www.nytimes.com/2000/06/07/business/marketing-when-only-a-code-warrior-or-xml-guru-will-do.html,721,Business Day,2000-06-07T05:00:00+0000,E-Commerce,When Only a Code Warrior or XML Guru Will Do,History of exotic job titles in cyberspace industry discussed in light of current use of such titles to attract employees (M)
nyt://article/b96ba6fd-7a7e-5005-b4cb-5c6804562c50,https://www.nytimes.com/2000/04/13/technology/l-two-way-radio-days-765643.html,115,Technology,2000-04-13T05:00:00+0000,Circuits,Two-Way Radio Days,Andrew Greene letter on Apr 6 article cites benefits of using two-way radios
nyt://article/bea14eef-d005-5247-ba92-c2183de5abf0,https://www.nytimes.com/2000/05/21/world/russia-and-poland-seek-to-heal-rift.html,1032,World,2000-05-21T05:00:00+0000,Foreign Desk,Russia and Poland Seek to Heal Rift,"Pres Vladimir Putin signals desire to improve Russia's relations with Poland, which were marked by public feuds earlier in year; influential Polish officials welcome overtures, but see more difficult times ahead; some Polish analysts say a new government is likely to take a softer line toward Moscow in any case (M)"
nyt://article/db27bedb-d9bc-5225-8c86-7596d6795473,https://www.nytimes.com/2000/06/22/technology/l-printing-photos-at-home-885053.html,120,Technology,2000-06-22T05:00:00+0000,Circuits,Printing Photos at Home,Letter by Craig Delsack responds to June 15 article on home-printed snapshops; says article did unfair comparison of printers
nyt://article/b8fb8f85-7644-52d4-b5eb-53b765587d78,https://www.nytimes.com/2000/06/20/technology/rambus-climbs-again-as-more-licensing-deals-are-seen.html,265,Technology,2000-06-20T05:00:00+0000,None,Rambus Climbs Again as More Licensing Deals Are Seen,"June 20, 2000"
nyt://article/f3ffc494-b2c8-5157-aed8-64eb8e8bb8fd,https://www.nytimes.com/2000/04/04/news/new-south-korea-airport-a-safety-challenge.html,2529,World,2000-04-04T05:00:00+0000,News,New South Korea Airport a Safety Challenge,SEOUL—  Congestion in the Air 
nyt://article/0abd2b80-102a-571a-a535-90b3c1f7f5e8,https://www.nytimes.com/2000/05/23/technology/parties-squabble-over-digital-signatures-bill.html,1024,Technology,2000-05-23T05:00:00+0000,None,Parties Squabble Over Digital Signatures Bill,"May 23, 2000"
