_id,url,word_count,section,date,type,headline,abstract
nyt://article/2ee62f28-1bc0-5361-b4df-214abb92db31,https://www.nytimes.com/2003/06/14/news/contemporary-arta-special-report-a-young-artist-in-umbria-reexamines.html,1299,World,2003-06-14T05:00:00+0000,News,CONTEMPORARY ART:A SPECIAL REPORT : A young artist in Umbria re-examines contours of Photorealism,"TODI, Italy—  Of all recent art movements, few were execrated by the modernists so virulently as Photorealism. The painters and sculptors of this school, which emerged in the United States in the mid-1960s, produced more or less exact copies of photographs (or in the case of sculptures, often direct body casts), recording seemingly banal city scenes, suburban streets, storefronts, diners, consumer goods, automobiles and motorcycles, with phenomenal adeptness, but with a disconcerting level of emotional detachment. "
nyt://article/2198aac5-b03c-5208-9a5e-049028aeb8b9,https://www.nytimes.com/2003/04/10/news/seoul-moves-to-avert-un-battle-over-north-korea.html,836,World,2003-04-10T05:00:00+0000,News,Seoul moves to avert UN battle over North Korea,SEOUL:—  South Korea has opened a diplomatic offensive to avert a bitter battle in the United Nations Security Council when members meet Wednesday to debate the North Korean nuclear program. 
nyt://article/0c5d1015-9e40-5e1d-903f-accc13c82fd4,https://www.nytimes.com/2003/05/11/business/portfolios-etc-this-time-bonds-and-stocks-may-prosper-together.html,657,Business Day,2003-05-11T05:00:00+0000,Money and Business/Financial Desk,"This Time, Bonds and Stocks May Prosper Together","Jonathan Fuerbringer column on improved outlook for bonds; holds Federal Reserve's plan to keep interest rates low even in face of economic recovery suggests bonds can perform well for longer than had been expected, even if stock market rallies in tandem with economy; graph of total bond and stock returns (M)"
nyt://article/b5f5f0b9-c841-5f02-9e1a-ca222477a587,https://www.nytimes.com/2003/04/01/international/worldspecial/battle-at-karbala-key-city-south-of-capital.html,1299,World,2003-04-01T05:00:00+0000,International Special / International Special,"Battle at Karbala, Key City South of Capital",American forces attacked a Republican Guard division in what officials said was the beginning of a drive to push through the outer defenses of the Iraqi capital.
nyt://article/de054d7d-e250-57c3-b7a5-c8d6101b558e,https://www.nytimes.com/2003/05/18/business/bulletin-board-charity-in-cyberspace.html,100,Business Day,2003-05-18T05:00:00+0000,Money and Business/Financial DeskMoney and Bus,Charity in Cyberspace,"Graphs and other data profiling operations of Goodwill Industries, charitable organization that now runs Internet auction site"
nyt://article/34c1560c-15fa-5b47-84d2-8c58a7acacfd,https://www.nytimes.com/2003/06/03/business/technology-hewlett-says-plan-for-pc-s-is-corporate-money-saver.html,673,Business Day,2003-06-03T05:00:00+0000,Business/Financial Desk,Hewlett Says Plan for PC's Is Corporate Money-Saver,"Hewlett-Packard plans to announce a technology initiative today that it says can reduce a corporation's cost of owning and managing personal computers at least 45 percent, by shifting processing power to a central bank of shared computers.    The new effort, to be discussed at a meeting with industry analysts in New York, is part of Hewlett-Packard's drive to use its sizable investments in research and software to gain an edge on its chief rival in the personal computer business, Dell Computer.  "
nyt://article/b8aacb16-ace3-561f-8e9f-49eb70d6d78c,https://www.nytimes.com/2003/04/08/business/technology-frontier-of-military-technology-is-the-size-of-a-molecule.html,879,Business Day,2003-04-08T05:00:00+0000,Business/Financial Desk,Frontier of Military Technology Is the Size of a Molecule,"Nanotechnology is being used to detect presence of chemical or biological weapons; nanotechnology is field of intense interest to Defense Department; department has supported research into it for more than two decades and expects to spend about $243 million in current fiscal year; total federal budget of nanotechnology research and development is $774 million; nanotechnology's power lies in fact that common materials like carbon, when reduced to nanoscale, often exhibit unexpected traits like surprising strength; US Army has committed $50 million work with Massachusetts Institute of Technology over five years, which will be matched by cash and other contributions from MIT and other industrial partners; MIT director Dr Edwin L Thomas comments; some start-up companies like Arryx Inc are trying to build nanoscale products directly; photo (M)"
nyt://article/56c5c0cb-ebb1-52ac-b350-fead047dd03e,https://www.nytimes.com/2003/04/27/world/the-sars-epidemic-the-path-from-china-s-provinces-a-crafty-germ-breaks-out.html,3411,World,2003-04-27T05:00:00+0000,Foreign Desk,"From China's Provinces, a Crafty Germ Breaks Out","Article traces rise of corona virus that causes severe acute respiratory syndrome in Guangdong, China, province known for exotic cuisine prepared from freshly killed beasts; unusually high percentage of early SARS victims were in catering profession, offering possible clue to how germ that most resembles chicken and rodent viruses gained ability to infect humans; first victims became ill in Dec; alarmed health departments in three Guangdong cities reported strange pneumonia clusters in early Jan to provincial authorities, who concluded that they were facing highly infectious pneumonia caused by previously unknown agent; disease spread until mid-Mar before Italian doctor working in Hanoi, Vietnam, alerted World Health Organization; doctors were placing SARS patients during period in ordinary wards, exposing health workers and others; map; chronology of events; photos (M)"
nyt://article/17086fc4-366d-56ec-82d9-c572d8ffe6c7,https://www.nytimes.com/2003/04/08/business/technology-briefing-deals-computer-network-agrees-to-buy-inrange.html,180,Business Day,2003-04-08T05:00:00+0000,Business/Financial Desk,Technology Briefing | Deals: Computer Network Agrees To Buy Inrange,"Computer Network Technology Corp acquires Inrange Technologies Corp, unit of SPX Corp, for $190 million in cash; plans to cut undisclosed number of sales, information technology and administrative jobs as part of purchase; graph (S)"
nyt://article/3a70b971-869d-5c11-8969-184e9764ade9,https://www.nytimes.com/2003/04/22/business/technology-internet-is-losing-ground-in-battle-against-spam.html,2068,Business Day,2003-04-22T05:00:00+0000,Business/Financial Desk,Internet Is Losing Ground in Battle Against Spam,"Alyx Sachs is no longer sending people e-mail offering to ''fix your credit risk free.''    Confronted by an increasing number of individuals, businesses and Internet service providers using software meant to identify and discard unwanted junk e-mail -- commonly known as spam -- Ms. Sachs has been forced to become more creative in her marketing pitches. The subject line on her credit e-mail, for example, now reads ''get a fresh start.''  "
nyt://article/036d3d88-7983-579d-9032-6864b9cbd62d,https://www.nytimes.com/2003/05/29/business/the-markets-key-rates.html,116,Business Day,2003-05-29T05:00:00+0000,Business/Financial Desk,Key Rates,In percent              Day   Year       Yesterday   Ago   Ago               Prime rate   4.25   4.25   4.75        Discount rate   2.25   2.25   N.A.        Federal funds   1.31   1.32   1.79        3-month T-bills   1.10   1.07   1.71        6-month T-bills   1.08   1.06   1.86        10-yr. T-infl.   1.75   1.72   3.04        10-yr. T-note   3.43   3.42   5.06        30-yr. T-bond   4.41   4.39   5.62        Telephone bd.   5.43   5.47   7.68        Municipal bds.   4.59   4.55   5.39          (Sources: Citigroup; Telerate; The Bond Buyer)
nyt://article/559e4e8c-9562-5989-ace7-6c9985428fbc,https://www.nytimes.com/2003/05/24/business/boeing-and-air-force-agree-to-16-billion-tanker-deal.html,293,Business Day,2003-05-24T05:00:00+0000,Business/Financial Desk,Boeing and Air Force Agree To $16 Billion Tanker Deal,"Defense Dept says Boeing Co has agreed to lease 100 fuel-tanker planes to Air Force for about $16 billion over six years, ending year and half of price haggling; Air Force will have option after lease to buy 767's for $4 billion; Rep Norm Dicks comments (M)"
nyt://article/21febdf0-f9a1-5399-b9cd-d2fda2d9c1db,https://www.nytimes.com/2003/05/01/world/aftereffects-neighbors-us-acts-to-limit-influence-of-iran-in-iraq-s-politics.html,947,World,2003-05-01T05:00:00+0000,Foreign Desk,U.S. Acts to Limit Influence Of Iran in Iraq's Politics,"American military in Iraq reports capture of fighters from Badr Brigade, Iraqi exiles backed by Iran; plans to station military forces along major routes from Iran to try to stop further infiltration by Iranian-backed forces; White House has warned Iran not to capitalize on power vacuum and confusion after ouster of Saddam Hussein's government to interfere in Iraq's affairs; there has been steady trickle of intelligence reports in recent weeks about efforts by Iran to influence and shape events inside Iraq (M)"
nyt://article/f7fe18b3-4987-5ccd-83d0-d03f85ac12c3,https://www.nytimes.com/2003/04/08/business/another-exhealthsouth-executive-charged-with-fraud.html,1045,Business Day,2003-04-08T05:00:00+0000,Business,Another Ex-HealthSouth Executive Charged With Fraud,"Federal prosecutors filed criminal charges against Michael Martin, a former chief financial officer, alleging conspiracy to commit wire and securities fraud."
nyt://article/395dc615-748a-5a4f-948f-28fe9f8c1197,https://www.nytimes.com/2003/04/06/world/a-nation-at-war-the-pentagon-baghdad-air-war-shifts-with-gi-s-in-the-city.html,816,World,2003-04-06T05:00:00+0000,Foreign Desk,Baghdad Air War Shifts With G.I.'s in the City,US fighter-bombers begin 24-hour combat patrols over Baghdad to support allied ground forces now encircling Iraqi capital and to prepare for possible block-by-block fighting (S)
