_id,url,word_count,section,date,type,headline,abstract
nyt://article/3b1666d4-1bb2-56c0-b053-503f27c3e2fb,https://www.nytimes.com/1981/12/16/business/icl-loses-253-million.html,54,Business Day,1981-12-16T05:00:00+0000,Financial Desk,ICL Loses $253 Million,"  Britain's biggest computer manufacturer, ICL, today reported a $253 million loss in its latest fiscal year. The loss in the year ended Sept. 30 was in contrast to a $19 million profit in the previous 12 months, the company said. The company did not release fiscal fourth-quarter or per-share results."
nyt://article/aaddca93-dcfc-5a7b-bfb8-e52925909fd8,https://www.nytimes.com/1981/11/24/business/sargent-industries-inc-reports-earnings-for-qtr-to-oct-31.html,87,Business Day,1981-11-24T05:00:00+0000,Financial Desk,SARGENT INDUSTRIES INC reports earnings for Qtr to Oct 31,*3*** COMPANY REPORTS **
nyt://article/c4ccdae9-3ab6-5939-806e-72932d519b5b,https://www.nytimes.com/1981/12/30/world/no-headline-155100.html,559,World,1981-12-30T05:00:00+0000,Foreign Desk,No Headline,"TEXT OF REAGAN'S ANNOUNCEMENT OF SANCTIONS   LOS ANGELES, Dec. 29 (AP) - Following is the text of President Reagan's announcement today of economic sanctions against the Soviet Union:   LOS ANGELES, Dec. 29 (AP) - Following is the text of President Reagan's announcement today of economic sanctions against the Soviet Union:   The Soviet Union bears a heavy and direct responsibility for the repression in Poland. For many months the Soviets publicly and privately demanded such a crackdown. They brought major pressures to bear through now-public letters to the Polish leadership, military maneuvers and other forms of intimidation. They now openly endorse the suppression which has ensued."
nyt://article/fff5f20d-9786-57d2-82f3-7bb0d95abc23,https://www.nytimes.com/1981/12/04/world/army-of-picasso-aficionados-paints-a-little-spanish-town.html,840,World,1981-12-04T05:00:00+0000,Foreign Desk,ARMY OF PICASSO AFICIONADOS PAINTS A LITTLE SPANISH TOWN,"  Until recently, few people had heard of Caltojar, a village in the north-central province of Soria with one telephone and 207 inhabitants. Then Angel Nuno, the secretary of Caltojar's Town Hall, got the idea of painting imitation Picassos on its white walls and low adobe buildings.   ''At first we thought of paying homage to Velazquez,'' related the energetic Mr. Nuno. ''But then we realized that it was the year of Picasso and that 'Guernica' was about to be brought to Spain. And most of the older students in the village knew who Picasso was.''"
nyt://article/89a288d1-a1e9-5072-9092-702ad98834f5,https://www.nytimes.com/1981/10/13/world/carter-to-lobby-senate-on-awacs.html,475,World,1981-10-13T05:00:00+0000,Foreign Desk,CARTER TO LOBBY SENATE ON AWACS,"  Former President Jimmy Carter, saying the Reagan Administration should play a stronger role in the Middle East, told reporters today that he would lobby senators to support the sale of Awacs radar surveillance aircraft to Saudi Arabia.   Mr. Carter and his wife, Rosalynn, arrived by private plane at National Airport for a three-day visit, their first to Washington since Mr. Carter left office almost nine months ago.   The former President made public the text of a letter he had sent to senators urging them to support President Reagan's proposed military sale to the Saudis, which includes five Airborne Warning and Control System aircraft."
nyt://article/09e8e490-1d44-56a3-a3e6-80b71f864e64,https://www.nytimes.com/1981/10/25/world/around-the-world-rebels-reported-routed-in-2-salvadoran-battles.html,120,World,1981-10-25T05:00:00+0000,Foreign Desk,Around the World; Rebels Reported Routed In 2 Salvadoran Battles,  Government forces reported victories today in two major operations against guerrillas.
nyt://article/cc74f9d2-0cf8-52ae-944f-df978a708ea3,https://www.nytimes.com/1981/11/20/business/vista-resources-inc-reports-earnings-for-qtr-to-sept-30.html,119,Business Day,1981-11-20T05:00:00+0000,Financial Desk,VISTA RESOURCES INC reports earnings for Qtr to Sept 30,*3*** COMPANY REPORTS **
nyt://article/5219e196-d96d-50fd-8e76-52bd5c83ff1c,https://www.nytimes.com/1981/10/29/business/us-trade-deficit-shrinks.html,475,Business Day,1981-10-29T05:00:00+0000,Financial Desk,U.S. TRADE DEFICIT SHRINKS,"  The nation's foreign trade deficit narrowed to $2.6 billion in September from $5.6 billion in August as the lagging United States economy depressed demand for imported goods, Commerce Department officials reported today.   Commerce Secretary Malcolm Baldrige has forecast a full-year merchandise trade deficit ''several billions'' higher than last year's $36.4 billion, but a department economist said the September figure indicated the final difference might be smaller.   ''I still expect an increase, but this shades it a little closer toward balance,'' said David Lund, the economist. He cautioned, however, against reading any major trend into one month's statistics."
nyt://article/d8386b28-30d6-505b-abcd-53dc9a4fe7f1,https://www.nytimes.com/1981/12/08/business/mobil-has-setback-on-marathon.html,1239,Business Day,1981-12-08T05:00:00+0000,Financial Desk,MOBIL HAS SETBACK ON MARATHON,"  A Federal District Court Judge dealt the Mobil Corporation a major blow yesterday in its bid to acquire the Marathon Oil Company by denying Mobil a preliminary injunction that would have blocked the United States Steel Corporation's rival bid.   The ruling by Judge Joseph P. Kinneary of the Federal District Court in Columbus, Ohio, came shortly after Mobil and the Amerada Hess Corporation announced jointly that they had reached an agreement under which Hess would purchase from Mobil Marathon's marketing, refining and transportation properties, if Mobil's takeover attempt were successful.   No details were given about the price Hess might pay, although the Marathon properties in question had a book value last year of $1.4 billion. Shareholders' Choices   Commenting on the judge's decision, Harvey J. Goldschmid, a professor specializing in antitrust law at the Columbia University School of Law, called it ''terribly important.''"
nyt://article/426d5b1f-da3f-5625-92d1-6abc116482f8,https://www.nytimes.com/1981/12/15/business/walco-ends-offer-for-general-steel.html,573,Business Day,1981-12-15T05:00:00+0000,Financial Desk,WALCO ENDS OFFER FOR GENERAL STEEL,"  Thwarted by questions raised about the ethics of its former chairman, Representative Frederick W. Richmond, Democrat of Brooklyn, the Walco National Corporation announced yesterday that it was abandoning its takeover of General Steel Industries. At the same time, General Steel agreed to be acquired by the Lukens Steel Company.   General Steel, based in St. Louis, had sued Walco to block the takeover attempt. In the course of ruling on the case, Judge H.  Kenneth Wangelin of United States District Court declared that Mr.  Richmond, who founded Walco and served as its chairman through 1978, had used his control ''improperly and unethically to appropriate Walco resources for his own personal financial and political benefit.''"
