_id,url,word_count,section,date,type,headline,abstract
nyt://article/ca5086df-58c3-52e5-9e42-06c2a2e3865c,https://www.nytimes.com/1981/05/20/world/yugoslavs-close-regional-college.html,184,World,1981-05-20T05:00:00+0000,Foreign Desk,YUGOSLAVS CLOSE REGIONAL COLLEGE,"  The government of Yugoslavia's troubled Kosovo Province closed the provincial university and other schools of higher learning today after a demonstration by 1,000 students, who demanded that the province become a republic and unite with neighboring Albania, the press agency Tanyug said.   About 77 percent of Kosovo's population is ethnic Albanian and the province is autonomous within the Republic of Serbia."
nyt://article/70e06213-5d63-5184-8a7b-18f4662adc3c,https://www.nytimes.com/1981/04/07/business/business-digest-tuesday-april-7-1981-the-economy.html,692,Business Day,1981-04-07T05:00:00+0000,Financial Desk,"TUESDAY, APRIL 7, 1981; The Economy","  The Administration proposed easing or eliminating 35 auto regulations governing air quality or safety in an effort to help the U.S. auto industry compete with Japanese imports. A Cabinet-level auto task force had considered tax and import relief as well but took no specific actions because of disagreements. The industry immediately hailed the regulatory changes. (Page A1.)   House Democrats proposed a $713.5 billion budget for fiscal year 1982, $4 billion less than President Reagan had requested. They also endorsed a smaller tax cut than proposed by the President, urged that the Administration's proposed $50.5 billion deficit be slashed to $24.6 billion and projected a balanced budget by fiscal 1983. (A1.)"
nyt://article/abaffd0f-8587-5f3d-a1e6-fa8b76f00fed,https://www.nytimes.com/1981/04/27/business/nabisco-merger-called-key-to-growth.html,1512,Business Day,1981-04-27T05:00:00+0000,Financial Desk,NABISCO MERGER CALLED KEY TO GROWTH,"  When Robert M. Schaeberle accounced the marriage last week of his company, Nabisco Inc., and Standard Brands Inc., he termed it ''a merger in every sense of the word.''   But, without elaboration, Nabisco's chairman and chief executive officer then added that both companies ''will maintain their separate identities,'' a notion that F. Ross Johnson, his counterpart at Standard Brands, seconded. Both organizations ''will remain intact,'' Mr. Johnson said.   That left management specialists wondering what Mr. Schaeberle and Mr. Johnson had in mind for Nabisco Brands Inc., the new successor company. Many, however, say that the intention is evident: to fashion a more efficient and streamined organization than either could build alone."
nyt://article/d707b1cd-8406-5a8d-b671-e6a46cc0be4b,https://www.nytimes.com/1981/04/01/business/company-news-argentine-bank-sale.html,59,Business Day,1981-04-01T05:00:00+0000,Financial Desk,Argentine Bank Sale,"  The Bank of America, the nation's largest, said the Argentine Government had given final approval to its purchase of the Banco Internacional S.A. of Argentina for $145 million. Bank of America said that Banco Internacional is Argentina's 16th-largest bank, having deposits of $337 million and 60 branches, most of them in the metropolitan Buenos Aires area."
nyt://article/ded55566-4926-5bbd-ae7b-e87880b8dc11,https://www.nytimes.com/1981/05/01/business/company-news-new-head-of-tva-is-named.html,500,Business Day,1981-05-01T05:00:00+0000,Financial Desk,Company News; NEW HEAD OF T.V.A. IS NAMED,"  President Reagan today chose a Knoxville, Tenn., municipal utility executive to be chairman of the Tennessee Valley Authority, a major and enduring artifact of the New Deal and the nation's largest generator of electricity.   Charles H. Dean Jr., 55 years old, general manager of the Knoxville Utilities Board, will replace S. David freeman, who will remain a member of the three-man T.V.A. board, which has its headquarters in Knoxville. It is the first time in the 48-year history of T.V.A. that a chairman has been demoted."
nyt://article/068733e3-bcc2-5c7e-85d7-0e82aeaab864,https://www.nytimes.com/1981/05/05/business/standex-international-corp-reports-earnings-for-qtr-to-mar-31.html,57,Business Day,1981-05-05T05:00:00+0000,Financial Desk,STANDEX INTERNATIONAL CORP reports earnings for Qtr to Mar 31,*3*** COMPANY REPORTS **
nyt://article/b03d19a3-ad92-5454-b0b4-4fd6366147f6,https://www.nytimes.com/1981/06/17/business/careers-business-training-in-a-hurry.html,868,Business Day,1981-06-17T05:00:00+0000,Financial Desk,Careers; Business Training In a Hurry,"  FOR liberal arts graduates who need a quick grasp of business knowledge to get or hold a job, the Graduate School of Management at Rutgers University, in Newark, plans to offer three courses, each requiring three consecutive days of intensive study.   Edward W. Smykay, director of the management development program for Rutgers, described the purpose of the new program, which starts next fall. ''We're trying to develop business capability in the shortest possible time,'' he said.   The three-day duration of the noncredit courses ''is no magic number,'' Dr. Smykay added, and it might be changed to four days or more if experience proves more time is worthwhile. ''We are trying to train, not educate,'' he said."
nyt://article/c1a1e1ad-6fc2-52b8-aa35-fa36888c5d5d,https://www.nytimes.com/1981/05/24/business/business-conditions-wanted-new-engineers.html,302,Business Day,1981-05-24T05:00:00+0000,Financial Desk,WANTED: NEW ENGINEERS,"  As the college commencements play out the spring season, fresh evidence of what a degree is worth on today's job market is coming out. As in past years, new graduates with degrees in technical fields get more pay than those who majored in the liberal arts."
nyt://article/fa5b5d2a-44e9-5ec6-9b11-b94a13d1348f,https://www.nytimes.com/1981/04/03/world/turkish-diplomat-is-wounded.html,79,World,1981-04-03T05:00:00+0000,Foreign Desk,Turkish Diplomat Is Wounded,"  Turkish diplomats said early today that one of their colleagues, whom they declined to identify, was shot and wounded last night at his home here by a group calling itself Justice for the Armenian People."
nyt://article/966e1880-596c-5865-8b57-8fa0443fc331,https://www.nytimes.com/1981/06/03/business/executive-changes-142030.html,211,Business Day,1981-06-03T05:00:00+0000,Financial Desk,EXECUTIVE CHANGES,"  * Allied Corporation, Morris Township, N.J., has elected Nicholas A. Cameron a vice president.   * American Express Company, has appointed Stathis Andris vice president, investments."
