_id,url,word_count,section,date,type,headline,abstract
nyt://article/56dbb231-28dc-54d3-a719-b8263a4210df,https://www.nytimes.com/1990/01/19/world/an-israeli-rights-group-fights-for-palestinians.html,1134,World,1990-01-19T05:00:00+0000,Foreign Desk,An Israeli Rights Group Fights for Palestinians,LEAD: Dedi Zucker did not expect that founding the only Israeli organization that monitors human rights abuses in the occupied West Bank and Gaza Strip would help bring threats to his life by angry Jewish mobs.
nyt://article/16832784-6d4b-5e9b-bda9-778dda82e53d,https://www.nytimes.com/1990/03/08/business/executive-changes-755690.html,272,Business Day,1990-03-08T05:00:00+0000,Financial Desk,EXECUTIVE CHANGES,"LEAD: * Babcock Industries, Fairfield, Conn., a diversified manufacturer that is a subsidiary of FKI P.L.C., Halifax, England, promoted Robert M. Miller to vice president of legal and to secretary."
nyt://article/c242fb59-aa03-580b-907f-9b238f91ea02,https://www.nytimes.com/1990/03/15/world/upheaval-in-the-east-us-warns-allies-on-aid-to-soviets.html,928,World,1990-03-15T05:00:00+0000,Foreign Desk,Upheaval in the East;   U.S. WARNS ALLIES ON AID TO SOVIETS,LEAD: The United States threatened today not to join a new financial institution designed to funnel the bulk of economic assistance to Eastern Europe if the Soviet Union were to become a major borrower from the organization.
nyt://article/5ffe6609-6620-55f3-9075-59bf39a872b9,https://www.nytimes.com/1990/03/19/business/international-report-romanians-take-stock-of-damage.html,650,Business Day,1990-03-19T05:00:00+0000,Financial Desk,  Romanians Take Stock Of Damage,"LEAD: At the Foreign Trade Ministry, the leaders of Romania entrusted with reviving the country's export industry recently made an alarming discovery: no specialists in foreign trade were being trained in the country."
nyt://article/34aad98d-5e14-5ee6-8ef0-f6f480a01ef5,https://www.nytimes.com/1990/01/26/business/key-rates-956690.html,204,Business Day,1990-01-26T05:00:00+0000,Financial Desk,KEY RATES,LEAD:               Previous   Year     In percent   Yesterday   Day   Ago               PRIME RATE   10.00   10.00   10.50        DISCOUNT RATE   7.00   7.00   6.50        FEDERAL FUNDS   8.25   8.75   9.25        3-MO. TREAS. BILLS   7.69   7.67   8.35        6-MO. TREAS. BILLS   7.62   7.58   8.36        7-YR. TREAS. NOTES   8.37   8.34   9.03        30-YR.     
nyt://article/9fa79009-c691-5e14-9240-8f7677c58273,https://www.nytimes.com/1990/01/11/business/gillette-reacts-to-us-move.html,214,Business Day,1990-01-11T05:00:00+0000,Financial Desk,Gillette Reacts To U.S. Move,LEAD: The Gillette Company said today that it was surprised and disappointed by a Federal Government decision to bring an antitrust suit to block its acquisition of the United States operations of Wilkinson Sword Inc.      Gillette had agreed to buy
nyt://article/70e6c988-5c31-5249-b93d-8b63e8407f0a,https://www.nytimes.com/1990/03/04/technology/your-taxes-for-ibm-users-programs-abound-for-ibm.html,534,Technology,1990-03-04T05:00:00+0000,Financial Planning Guide: Your Taxes,"  For I.B.M. Users, Programs Abound for IBM","LEAD: An irony surrounds the bevy of tax-preparation computer programs on the market these days: Despite countless hours spent by program writers to distinguish their products from the competition, the programs for I.B.M. and compatible personal computers remain essentially alike. As a result, a consumer would be wise to pick a program based on how easy it is to use, whether it offers adequate on-screen help and whether it can generate a finished tax return on the printer the consumer owns."
nyt://article/637a621e-0fb9-53d3-86ab-9d08e6f9ae7a,https://www.nytimes.com/1990/01/04/business/company-news-japan-store-shuns-bloomingdale-s-bid.html,148,Business Day,1990-01-04T05:00:00+0000,Financial Desk,  Japan Store Shuns Bloomingdale's Bid,"LEAD: The Tokyu Department Store of Japan said it had decided not to join in a proposed management buyout of the Bloomingdale's department store chain. The decision came late last year after a series of studies and contacts with Bloomingdale's, a Tokyu official said."
nyt://article/32383063-0126-5489-9642-d2e86a3a369d,https://www.nytimes.com/1990/03/17/business/control-data-shift-at-top.html,161,Business Day,1990-03-17T05:00:00+0000,Financial Desk,Control Data Shift at Top,"LEAD: The Control Data Corporation said today that its chairman, Robert M. Price, retired on Thursday but remains chairman of the company's board."
nyt://article/b4c29887-926a-5a61-b880-f6e12787d939,https://www.nytimes.com/1990/02/07/business/kroger-reduces-4th-quarter-loss.html,201,Business Day,1990-02-07T05:00:00+0000,Financial Desk,Kroger Reduces 4th-Quarter Loss,LEAD: The Kroger Company said today that it had lost $45.9 million in the fourth quarter because of an extraordinary loss of $51.3 million from writing off debt.
