_id,url,word_count,section,date,type,headline,abstract
nyt://article/05b7968a-2243-52c3-ab77-36557ae3fe5e,https://www.nytimes.com/1984/01/10/business/braniff-filing.html,88,Business Day,1984-01-10T05:00:00+0000,Financial Desk,Braniff Filing,"  A rejuvenated Braniff International Corporation said it had filed with the Securities and Exchange Commission to sell 2.2 million shares of common stock at between $12 and $15 a share. The stock offering, which would generate at least $26.4 million for the carrier, is the latest move in Braniff's attempt to return to service on March 1. Braniff shut down and filed for bankruptcy protection in 1982 and was reorganized through a $70 million buyout by the Hyatt Corporation, the Chicago- based hotel chain."
nyt://article/71aa4efb-8eff-583f-83e8-0faa1fc20dc6,https://www.nytimes.com/1984/02/23/business/advertising-people.html,65,Business Day,1984-02-23T05:00:00+0000,Financial Desk,People,"    *  John D. Hetherington elected a senior vice president of Needham, Harper & Steers/USA.     *  Andrew J. Molnar joined Intergroup Marketing and Promotions, a subsidiary of D'Arcy MacManus Masius, Bloomfield Hills, Mich., as senior vice president and creative director.     *  Vincent R. Duffy joining Ogilvy & Mather Public Relations as a senior vice president and general manager of its New York office."
nyt://article/676d3706-cd9e-5432-8cf3-d6bb98d1d41c,https://www.nytimes.com/1984/03/28/world/a-clinic-that-caters-to-foreign-celebrities.html,111,World,1984-03-28T05:00:00+0000,Foreign Desk,A Clinic That Caters To Foreign Celebrities,"  The Cleveland Clinic Foundation, where the President of Guinea, Ahmed Sekou Toure, died of a heart ailment on Monday, is known for having treated more dignitaries, both foreign and domestic, than almost any other clinic in the world.   Similar in its organization to other well-known medical institutions such as the Mayo and Leahy Clinics, the Cleveland Clinic differs from many other clinics in the richness and variety of services and facilities it offers to V.I.P. patients.   In recent years, the clinic has treated such dignitaries as King Hussein, Dr. Albert Sabin, who had a heart bypass operation there, and the heads or leading officials of many countries."
nyt://article/c7c28282-0ce6-523d-a347-acfe01734a91,https://www.nytimes.com/1984/03/27/business/advertising-search-by-ual-s-gab-narrowed-to-3-agencies.html,65,Business Day,1984-03-27T05:00:00+0000,Financial Desk,Search by UAL's GAB Narrowed to 3 Agencies,"  GAB Business Services, a subsidiary of UAL Inc., is expected to announce its new agency today, having last week narrowed its search for its $2 million account to three shops: Doremus & Company, which has served GAB for 14 years; Epstein, Raboy Advertising, and Marsteller.     GAB is the world's largest claims adjustment company. UAL of Chicago is also the parent company of United Airlines."
nyt://article/db4db68a-c20c-5a7f-95fa-8501bb833ae7,https://www.nytimes.com/1984/03/11/business/economic-seers-what-they-re-saying-now-gilder-the-promise-in-entrepreneurship.html,430,Business Day,1984-03-11T05:00:00+0000,Financial Desk,GILDER: THE PROMISE IN ENTREPRENEURSHIP,"  IN the supply-side wake left by Laffer's Curve, an unknown, self-    taught economist and social philosopher from Harvard and the Berkshire Hills became, almost overnight, the toast of the Reagan Administration.   The sensation was George Gilder, author of ''Wealth and Poverty.'' Mr. Gilder called his 1981 book ''a theology of capitalism''; supply-side economists saw the work as their bible, and embraced it as their own. David Stockman, calling it ''Promethean in its intellectual power and insight,'' gave copies of the book to new Administration appointees; President Reagan delivered a copy, complete with national press coverage, as a get-well present to an ailing Senator Bob Dole. At the same time, liberal critics called the book's conservative economic theories the ''loopy'' products of a ''crackpot.''"
nyt://article/445c0b6c-ef92-5c1f-8dd8-3d11bd69f353,https://www.nytimes.com/1984/03/14/world/nixon-cautions-on-extremes-in-dealing-with-soviet-union.html,102,World,1984-03-14T05:00:00+0000,Foreign Desk,Nixon Cautions on Extremes In Dealing With Soviet Union,  Former President Richard M. Nixon said last night that the United States should avoid ''extremes'' in dealing with the Soviet Union.
nyt://article/387779d9-bb9e-5cfa-bbbd-95bf8a7fdc4e,https://www.nytimes.com/1984/02/04/business/layoff-outlook-at-pratt.html,412,Business Day,1984-02-04T05:00:00+0000,Financial Desk,Layoff Outlook At Pratt,"   Executives of Pratt & Whitney, based here, said tonight that the Air Force's decision to end the company's lock on the fighter engine market could well have an effect on employment, although it was too soon to tell whether layoffs would result. Pratt's parent company, United Technologies, is Connecticut's largest employer.    The decision will hit hardest in the industrial city of East Hartford, where the engines are assembled. Parts for the engines are made in Pratt & Whitney plants in Middletown, North Haven and Southington, said Frank Giusti, a spokesman for United Technologies."
nyt://article/eec59c2b-aeb2-548a-a1d1-359748a774c4,https://www.nytimes.com/1984/02/11/business/renters-in-the-commodity-pits.html,1252,Business Day,1984-02-11T05:00:00+0000,Financial Desk,RENTERS IN THE COMMODITY PITS,"   Getting onto the trading floor of the Board of Trade would seem to require not only an ample reservoir of courage, but a fat wallet as well. Full membership, which allows one to trade any contract in any pit, sells for $320,000 or so. Even the most limited membership fetches about $20,000.    Kevin Bulman got onto the floor for $200 a month.   Like individuals who do not have the savings to buy their dream house and thus rent from the more fortunate, commodities traders are increasingly renting memberships today. For as little as $150 a month, a trader with big dreams and a tiny bankroll can find himself jousting away in some of the newer pits."
nyt://article/0b720897-45d8-5371-abee-6dfcb10e78ee,https://www.nytimes.com/1984/03/25/world/mexico-tries-to-extradite-an-ex-police-chief.html,563,World,1984-03-25T05:00:00+0000,Foreign Desk,MEXICO TRIES TO EXTRADITE AN EX-POLICE CHIEF,"   The Government started extradition proceedings in the United States and Canada on Friday against a former Mexico City Police Chief accused of tax evasion, extortion, illegally importing contraband and possessing illegal weapons, a spokesman in the Attorney General's office said.   The extradition request for the former chief, Arturo Durazo Moreno, were turned over to the Foreign Relations Secretariat for relay to the Mexican Embassies in Ottawa and Washington, the spokesman said.   ''It is purely a bureaucratic matter now,'' the spokesman added. ''The evidence against Mr. Durazo is solid enough to warrant the extradition request.''"
nyt://article/8a90a6df-f653-5a53-9cde-0a6fa3da4d18,https://www.nytimes.com/1984/01/24/world/marines-in-lebanon-hostages-in-a-place-where-the-artillery-does-the-talking.html,2012,World,1984-01-24T05:00:00+0000,Foreign Desk,MARINES IN LEBANON: 'HOSTAGES' IN A PLACE WHERE THE ARTILLERY DOES THE TALKING,"  News  Analysis    BEIRUT, Lebanon, Jan. 23 - The United States Marine contingent in Lebanon is in a difficult predicament, in the view of some Lebanese officials, Arab political analysts and Western diplomats here.  If the marines withdraw from Lebanon in the near future, the officials believe, there will be widespread panic and chaos. In addition, they say, American credibility and interests in the Arab world will be seriously damaged for a long time to come.   They add, however, that if the marines remain - even to the end of the 18-month limit agreed on by Congress and the President - there is at this time no reason to expect that the conflict will be any closer to a solution or that the marines' exit some time in the future will be any less problematic then if they departed tomorrow.   In effect, these officials and analysts say, the marines have become hostages of the Lebanese crisis. The only way they can withdraw within a reasonable period of time and without leaving chaos and a trail of broken promises in their wake is through a constructive solution to the nine-year- old Lebanese crisis."
