_id,url,word_count,section,date,type,headline,abstract
nyt://article/e7aec483-341c-5c17-8e7b-9070f3462cb8,https://www.nytimes.com/1991/12/24/business/siberia-venture-for-pennzoil.html,204,Business Day,1991-12-24T05:00:00+0000,Financial Desk,Siberia Venture For Pennzoil,"  The Pennzoil Company said yesterday that it had completed an agreement with a Russian enterprise to develop an oilfield in western Siberia with an estimated 40 million to 45 million barrels of recoverable reserves, plus 30 billion to 35 billion cubic feet of natural gas and gas liquids.   Work will begin early next year in the West Mogotlorsk field, according to the company, and will involve the drilling of about 50 wells. The project will use Russian drilling rigs and American technology, according to Robert Harper, a spokesman for Pennzoil, which is in Houston."
nyt://article/32eb2614-2850-5895-a830-60d2b16f0cfd,https://www.nytimes.com/1991/12/20/world/reporter-s-notebook-couch-gives-peace-talks-a-distinction.html,838,World,1991-12-20T05:00:00+0000,Foreign Desk,Reporter's Notebook; Couch Gives Peace Talks A Distinction,"  Elyakim Rubinstein, who described himself the other day as the last refugee of the 1978 Camp David peace process, was back in Washington this week leading an Israeli team negotiating with Palestinians and Jordanians. He says Camp David taught him patience. It didn't prepare him to be a couch diplomat.   Mr. Rubinstein, a man with a wry sense of humor, says that what will be recalled most about the inconclusive round of Middle East peace talks that ended Wednesday night in Washington will be a sofa."
nyt://article/37f680d3-d478-5ec3-aef4-31dc61bf4b0f,https://www.nytimes.com/1991/11/19/business/congress-gets-cold-feet-on-cap-for-credit-cards.html,1155,Business Day,1991-11-19T05:00:00+0000,Financial Desk,Congress Gets Cold Feet On Cap for Credit Cards,"  Momentum behind legislation that would put a cap on credit card interest rates dissipated today as lawmakers got cold feet about making a political point that risked damage to the stock market and possibly the economy.   In part, the turnabout resulted from vigorous arm-twisting by the Bush Administration and the banking lobby. But it came primarily from the fear of some Democrats, who at first saw the bill as a good way to embarrass President Bush, that they would be blamed for a fall in the market."
nyt://article/3ac58400-f12a-5d11-910d-49313a6c4c07,https://www.nytimes.com/1991/10/01/business/miscellany.html,49,Business Day,1991-10-01T05:00:00+0000,Financial Desk,Miscellany,"  * An investor group led by Ruth Ratny, publisher of Screen, a trade magazine in Chicago, announced yesterday that it had purchased rights to the Clio Awards from Bill Evans of Clio Awards Enterprises, New York. Terms were not disclosed, nor were the identities of the other group members."
nyt://article/e16e026c-8740-5b1c-a5ec-2d996a0b5e7b,https://www.nytimes.com/1991/10/17/world/the-un-today.html,72,World,1991-10-17T05:00:00+0000,Foreign Desk,The U.N. Today,"  General Assembly POLITICAL AND SECURITY COMMITTEE -- 10 A.M. and 3 P.M. SPECIAL POLITICAL COMMITTEE -- 10 A.M. and 3 P.M. ECONOMIC AND FINANCIAL COMMITTEE -- 10 A.M. and 3 P.M. SOCIAL, HUMANITARIAN AND CULTURAL COMMITTEE -- 10 A.M. and 3 P.M. DECOLONIZATION COMMITTEE -- 10 A.M. ADMINISTRATIVE AND BUDGETARY COMMITTEE -- 10 A.M. ECONOMIC AND SOCIAL COUNCIL -- 3 P.M. General information phone: (212) 963-1234 Tours are conducted 9 A.M.-5:45 P.M."
nyt://article/a003fbc8-f12e-5e0c-a8ab-af8f639d7542,https://www.nytimes.com/1991/11/18/business/the-media-business-advertising-addenda-accounts-925791.html,156,Business Day,1991-11-18T05:00:00+0000,Financial Desk,Accounts,"  * After a review, the Pennsylvania Lottery has renewed its contract with FCB/LGK, Philadelphia. The account, worth $12 million annually, runs until 1994. The Philadelphia Daily News reported that the other finalists were Earle Palmer Brown & Spiro, Philadelphia; Elkman Advertising and Public Relations, Bala-Cynwyd, Pa., and Weightman Advertising, Philadelphia. * Lord Dentsu & Partners, New York, has resigned the advertising, public relations and sales promotion account of National Foods of the Bronx and its Hebrew National meat products. Billings were estimated at $2 million. * Spanish Tourist Board, Madrid, to Delvico/Bates, Madrid, a unit of Backer Spielvogel Bates Worldwide, New York, for its international advertising account, with billings of $8 million. The agency said the three other finalists were Arge/FCB, Contrapunto and the incumbent Tandem/ DDB, all of Madrid. * Grand Cypress Florida Inc., Lake Buena Vista, Fla., to Robinson, Yesawich & Pepperdine Inc., Orlando, to advertise the Grand Cypress Resort. Billings were not disclosed."
nyt://article/69f64230-449d-5778-9973-704f5eb0cbd0,https://www.nytimes.com/1991/11/14/business/company-news-swiss-concern-alcoa-in-deal.html,141,Business Day,1991-11-14T05:00:00+0000,Financial Desk,"Swiss Concern, Alcoa in Deal","  Alcoa said today that it would form a joint venture with Alusuisse-Lonza Holding Ltd. of Switzerland to make flat- rolled products for the European automotive, industrial and aerospace markets.    Alcoa will have a 60 percent stake in the venture, which will invest about $210 million in modernizing the aluminum rolling equipment, smelter and ingot casting operations of Alusuisse Swiss Aluminum, a subsidiary of Alusuisse-Lonza. A final agreement is expected in several months, the companies said. They added that they would discuss other opportunities."
nyt://article/03602909-d3ba-5d7d-9e41-85459f4076dd,https://www.nytimes.com/1991/11/21/business/credit-markets-s-p-downgrades-zale-s-debt-rating.html,132,Business Day,1991-11-21T05:00:00+0000,Financial Desk,S.&P. Downgrades Zale's Debt Rating,"  The Zale Corporation's debt and that of its Zale Credit Corporation unit have been downgraded by Standard & Poor's. Senior debt of both have been lowered to CCC- from B+ and subordinated debt to C from B-. In all, the revisions affect $850 million of debt."
nyt://article/47b9519a-529d-5e45-8b19-0f5de9f39041,https://www.nytimes.com/1991/12/16/business/credit-markets-cut-in-funds-rate-to-4-1-4-is-expected.html,830,Business Day,1991-12-16T05:00:00+0000,Financial Desk,Cut in Funds Rate to 4 1/4% Is Expected,"  The power of monetary policy to influence the economy has been tested in the last 16 months and appears to have been found wanting. The series of short-term interest rate cuts by the Federal Reserve Board has had only a neglible effect in reversing the downturn.    Some analysts contend that the Fed, which has cut short-term rates by 2.25 percentage points since August 1990, when the recession began, has been too conservative. In their view, much deeper cuts in the overnight Federal funds rate are needed to stimulate the economy."
nyt://article/440d0d9a-6e28-5e7d-bfb0-3fee1a36d644,https://www.nytimes.com/1991/10/31/world/la-begonia-journal-for-afrikaner-gaucho-arid-land-and-hard-work.html,957,World,1991-10-31T05:00:00+0000,Foreign Desk,"La Begonia Journal; For Afrikaner Gaucho, Arid Land and Hard Work","  He shuffles about with a heavy stick for a cane. But at 79, after 64 years of riding the plains on horseback, Enrique Carlos Grimbeek seems an archetype of life in the Argentine outdoors. He still wears the baggy pants and thick belt of a gaucho. A visitor to his 180,000-acre sheep farm in the southeastern corner of Chubut province will find him hospitable and talkative, full of stories about the hard life of a rancher.   But his tales are hard to follow. Mr. Grimbeek's Spanish is almost unintelligible, since it includes a heavy Dutch accent and is sprayed with Afrikaans words."
