_id,url,word_count,section,date,type,headline,abstract
nyt://article/d929dd4c-b803-557a-9f4e-227efb39e458,https://www.nytimes.com/1994/02/20/world/could-we-tell-tchaikovsky-this-news.html,839,World,1994-02-20T05:00:00+0000,Foreign Desk,Could We Tell Tchaikovsky This News?,"  Moscow has rapidly become a city where almost anything is possible if you are rich or crafty enough.   Feel like gambling till dawn? Easy, casinos are everywhere. Hungry? Fine, delis deliver. Need a videophone, a car alarm system or the latest fragrance from Estee Lauder? It's all a phone call -- or a credit card slip -- away."
nyt://article/02a96fed-7629-51a0-ac1e-dabf782218fb,https://www.nytimes.com/1994/03/24/world/to-prod-russia-us-backs-global-atom-control.html,403,World,1994-03-24T05:00:00+0000,Foreign Desk,"To Prod Russia, U.S. Backs Global Atom Control","  In an effort to prod Russia to agree to international inspections of its nuclear weapons materials, the United States is putting some of its own surplus under international control, Clinton Administration officials said today.   Administration officials said about 7 of the 100 tons of plutonium the United States had produced for military purposes would be put in storage for inspection by the International Atomic Energy Agency."
nyt://article/eff14268-6d38-5834-a12d-05c0350d6e63,https://www.nytimes.com/1994/01/18/business/higher-bid-by-viacom-called-near.html,437,Business Day,1994-01-18T05:00:00+0000,Financial Desk,Higher Bid By Viacom Called Near,"  Viacom Inc. is expected to raise its bid as early as this morning for Paramount Communications Inc. to match the total value of the current offer from QVC Network Inc.   A person close to the negotiations said late last night that Viacom and its new partner, the Blockbuster Entertainment Corporation, were expected to increase the stock portion of their offer substantially while raising the cash portion only marginally."
nyt://article/49e71748-535d-58f6-95b9-30b4643e6a23,https://www.nytimes.com/1994/02/13/world/us-and-east-european-weapons-dealers-clash.html,1338,World,1994-02-13T05:00:00+0000,Foreign Desk,U.S. and East European Weapons Dealers Clash,"  Three years ago, the tank factory here, reeling from the loss of its reliable Warsaw Pact customers, was greatly relieved when Syria signed a contract for 300 tanks. Then disaster struck. Washington did not like the idea, and Poland responded by canceling the tank deal.   ""It's a miracle we survived,"" Marek Jurkiewicz, spokesman for the Bumar Labedy factory, said recently."
nyt://article/923c261b-3d2d-5499-b38b-2bd1ef7de41a,https://www.nytimes.com/1994/02/06/business/nuclear-roots-grow-into-an-argentine-silicon-valley.html,1294,Business Day,1994-02-06T05:00:00+0000,Financial Desk,Nuclear Roots Grow Into an Argentine Silicon Valley,"  TUCKED into a dense stand of evergreens, a group of low, whitewashed buildings with corrugated metal roofs give little indication of the activities within. Maybe a conservation group. Maybe a national park office. The only clue is the parabolic dish on top of a red-and-white radio tower.   But inside the shaded compound, an elite team of Argentina's electronic and nuclear engineers are working, not exactly secretively, but with a very low profile. In newly built ""clean rooms,"" their primary project is a $7 million research satellite for the National Aeronautics and Space Administration of the United States, to be launched in mid-1995."
nyt://article/af237ea5-b4a4-5ea7-a853-4b70a77b401d,https://www.nytimes.com/1994/01/02/business/data-bank-january-2-1994.html,151,Business Day,1994-01-02T05:00:00+0000,Financial Desk,"Data Bank/January 2, 1994","           Data Bank/January 2, 1994        Index of Leading Indicators   Nov.   Oct.   Sept.        Monthly percent change   0.5   0.5   0.2        New Home Sales                Monthly percent change   11.3   -2.2   15.4        Consumer Confidence   Dec.   Nov.   Oct.        1985=100   80.2   71.9   60.5        Weekly Jobless Claims   Dec. 24   Dec. 17   Dec. 10        In thousands   291   332   328        Crude Oil, W. Texas Intermediate   Dec. 31   Dec. 24   Dec. 17        Friday spot price, per barrel   $14.17   $14.48   $14.23        3-Month Treasury Bills                Rate in percent   2.97   3.04   3.02        6-Month Treasury Bills                Rate in percent   3.20   3.18   3.20        30-Year Treasury Bonds                Yield in percent   6.34   6.21   6.27     "
nyt://article/a4c5e4cd-e90e-57a3-89b2-24c44400bfbf,https://www.nytimes.com/1994/01/04/world/a-cold-war-voice-fades-from-the-berlin-airwaves.html,480,World,1994-01-04T05:00:00+0000,Foreign Desk,A Cold-War Voice Fades From the Berlin Airwaves,"  One of the best known voices of the cold war fell silent at year's end when the Berlin radio station RIAS faded into history after nearly half a century of broadcasting to both sides of this once-divided city.   At a champagne party that lasted most of the afternoon at the station's offices, the mood swung from satisfaction to nostalgia.  One goal for which RIAS had worked so long, German unification, has been achieved, and everyone agreed that this was cause for joy. But many celebrators had never lived in a Berlin without RIAS, and were not looking forward to the prospect."
nyt://article/ced155aa-84b7-551a-abaf-830b97a40519,https://www.nytimes.com/1994/02/23/business/the-media-business-advertising-addenda-people-276200.html,45,Business Day,1994-02-23T05:00:00+0000,Financial Desk,People,"  * Anthony Pearson was named to the new position of managing director at Peterson & Blyth Associates, New York, which has been renamed Peterson Blyth Pearson. He previously held a similar position at Addison Design Co., New York."
nyt://article/a5814514-2abd-5840-b237-5c47f32fa71f,https://www.nytimes.com/1994/02/20/world/colombians-press-for-the-legalization-of-cocaine.html,608,World,1994-02-20T05:00:00+0000,Foreign Desk,Colombians Press for the Legalization of Cocaine,"  After years of a drug war that barely dented cocaine exports, influential opinion makers in Colombia, the world's largest cocaine producer, are increasingly backing an approach that long was heresy here: legalization.   Declaring the drug war ""useless,"" Gabriel Garcia Marquez, the novelist, said in a recent essay that consuming and producing countries should ""grab the bull by the horns and concentrate on the various possible ways of administering legalization."""
nyt://article/49ae40b5-9ed7-57a1-917e-e33f10114f3c,https://www.nytimes.com/1994/02/03/business/company-news-france-pledges-subsidy-to-aerospace-group.html,607,Business Day,1994-02-03T05:00:00+0000,Financial Desk,France Pledges Subsidy To Aerospace Group,"  The French Economy Ministry said today that it would pump two billion francs -- $341 million -- into the money-losing, state-owned aerospace group Aerospatiale.   The decision to increase the capital of Aerospatiale S.A., which has been losing money for two years because of falling commercial-aircraft orders and declining military contracts, appeared likely to renew the debate between the United states and Western Europe on subsidies in the commercial aircraft business."
nyt://article/d33d0496-ea21-5c6d-926a-e600b17e37c7,https://www.nytimes.com/1994/01/22/business/law-dividing-pension-funds-in-divorce-settlements.html,611,Business Day,1994-01-22T05:00:00+0000,Financial Desk;,Dividing Pension Funds In Divorce Settlements,"  WHEN couples in their 50's and 60's divorce, retirement benefits can be an important part of the financial arrangement.   Although money in tax-favored retirement plans generally cannot be assigned to another person, the Internal Revenue Code provides for an exception, a qualified domestic relations order, known by the initials Q.D.R.O. and pronounced quadro."
nyt://article/e64fdb2a-4f14-59f4-b529-8ed4fd795e5d,https://www.nytimes.com/1994/02/26/world/rebels-battle-for-hearts-of-mexicans.html,890,World,1994-02-26T05:00:00+0000,Foreign Desk,Rebels Battle for Hearts of Mexicans,"  As Government and rebel negotiators press ahead with talks to end the nearly two-month-old peasant uprising in the southern state of Chiapas, rebel leaders have begun a new offensive in their battle for public support.   Representatives of the two sides said late Thursday that the talks had advanced quickly and that after only four days they had reached tentative agreements on many of the less contentious demands made by the rebel Zapatista National Liberation Army."
nyt://article/a430dfeb-a040-5e94-9939-c8c9980f9002,https://www.nytimes.com/1994/03/27/business/market-watch-as-fed-talks-wall-street-gets-wrong-message.html,561,Business Day,1994-03-27T05:00:00+0000,Financial Desk,"As Fed Talks, Wall Street Gets Wrong Message","  THE Federal Reserve Board, after years of complaints, is finally trying to be less secretive. Unfortunately, both Wall Street and the media are finding it very difficult to adjust to the new openness.   The problem is that the old way of looking at the Fed was to assume that it was trying to keep secrets. When a Fed chairman actually announced a policy, in unambiguous language, it was clearly an important event. And the financial markets reacted, or over-reacted, accordingly."
nyt://article/4dfdf384-142d-59eb-a974-33796cc9e97f,https://www.nytimes.com/1994/01/04/business/disney-omits-eisner-bonus-he-ll-get-by-with-750000.html,370,Business Day,1994-01-04T05:00:00+0000,Financial Desk,"Disney Omits Eisner Bonus; He'll Get By With $750,000","  The Walt Disney Company's financial losses at its European theme park have claimed another casualty: the annual bonus of its chairman, Michael D. Eisner.   Disney omitted Mr. Eisner's bonus for the year that ended on Sept. 30 because the company failed to generate net income targets detailed in the chairman's employment contract, according to a proxy statement filed today with the Securities and Exchange Commission."
nyt://article/5a19e7c9-724e-5f0e-8b1d-316c024d9b28,https://www.nytimes.com/1994/02/18/business/company-reports-transamerica-corp-n.html,157,Business Day,1994-02-18T05:00:00+0000,Financial Desk,TRANSAMERICA CORP. (N),"  The Transamerica Corporation reported record operating results yesterday for both the fourth quarter and the full year 1993, led by strong performances at its life insurance and real estate services operations.   Transamerica said its life insurance, structured settlements, living benefits, group pension and reinsurance divisions all had double-digit operating income increases and solid revenue growth for the year. Transamerica said its real estate services operations reported record operating income for both the quarter and year."
nyt://article/cfa40f6b-8942-5c15-9215-52d5cd9987c5,https://www.nytimes.com/1994/01/27/business/company-news-ncr-renamed-as-an-at-t-unit.html,106,Business Day,1994-01-27T05:00:00+0000,Financial Desk,NCR RENAMED AS AN A.T.& T. UNIT,"  The American Telephone and Telegraph Company renamed its NCR computer division A.T.& T. Global Information Solutions yesterday, as part of what NCR executives called a ""new strategic direction."" Officials said more NCR operations would merge with A.T.& T.'s businesses, though no operations would move from NCR's Dayton, Ohio, headquarters and none of its 51,000 employees would be dismissed."
nyt://article/50eb6ca4-33d0-59e4-8170-b3614f6a834f,https://www.nytimes.com/1994/02/08/business/european-stocks-plunge-in-response-to-fed-move.html,540,Business Day,1994-02-08T05:00:00+0000,Financial Desk,European Stocks Plunge In Response to Fed Move,"  After enjoying a long run-up over the last year, share prices in Europe dropped sharply today in response to the Federal Reserve's decision last week to nudge up interest rates in the United States.   After declining sharply early in the day, stock markets in London, Frankfurt and Paris stabilized later in what analysts said was relatively light trading. In London, the Financial Times-Stock Exchange index of 100 leading shares plunged more than 93 points during the morning but recovered to close down 56.30 at 3,419.10."
nyt://article/351e5dc9-c50b-5f94-bd23-98aa3338c618,https://www.nytimes.com/1994/03/24/world/top-presidential-candidate-is-assassinated-in-mexico.html,1212,World,1994-03-24T05:00:00+0000,Foreign Desk,Top Presidential Candidate Is Assassinated in Mexico,"  Luis Donaldo Colosio Murrieta, the candidate who was considered likely to extend the governing party's 65-year control of Mexico's presidency, was assassinated early this evening as he walked through a crowd of supporters in a poor neighborhood in the border city of Tijuana.    Mr. Colosio, 44, was reportedly shot twice with a .38 caliber pistol, a presumably fatal wound in the head and another in the chest or stomach. Eyewitnesses said Mr. Colosio, his forehead covered with blood, was carried by campaign workers across a footbridge and taken in a campaign car to Tijuana General Hospital, about two miles away over rough ground."
nyt://article/a3ca1b48-63ea-5927-80c2-ee578a83e678,https://www.nytimes.com/1994/03/18/world/christopher-is-drawing-fire-in-washington-on-china-visit.html,928,World,1994-03-18T05:00:00+0000,Foreign Desk,Christopher Is Drawing Fire In Washington on China Visit,"  Secretary of State Warren Christopher's trip to Beijing has come under attack from inside and outside the Administration, both for its timing and for the way Chinese officials publicly humiliated him as he tried to lecture them on human rights.   Hoping to silence his critics, who include senior officials at the White House and the Treasury and Commerce Departments, Mr. Christopher took the offensive today at a House Appropriations subcommittee meeting. He said canceling his trip to Beijing after China's arrest of more than a dozen dissidents would have been a ""grave error."""
nyt://article/d67b14e7-aec3-5cf6-a296-2b974bd0db1a,https://www.nytimes.com/1994/03/22/business/bell-atlantic-looks-ahead.html,170,Business Day,1994-03-22T05:00:00+0000,Financial Desk,Bell Atlantic Looks Ahead,"  Just a month after the collapse of a proposed merger with Tele-Communications Inc., the chairman of Bell Atlantic, Raymond W. Smith, vowed today that his company would make other deals to transform itself into a communications and entertainment business.   ""The merger with T.C.I. was a means to an end, not the end itself,"" Mr. Smith told delegates at the National Association of Broadcasters convention here. ""Our intention to be a video provider predated our attempt to merge with T.C.I."""
