_id,url,word_count,section,date,type,headline,abstract
nyt://article/887bc880-0e39-5c2c-92ec-e0ddb5fee8fa,https://www.nytimes.com/1986/05/08/world/around-the-world-aquino-gives-insurgents-6-months-to-hold-talks.html,134,World,1986-05-08T05:00:00+0000,Foreign Desk,Aquino Gives Insurgents 6 Months to Hold Talks,"  President Corazon C. Aquino said today that the leaders of the Communist insurgency had not yet responded to her offer to hold talks and that she would give them about six months to do so.   Interviewed on the Government television station on the eve of the arrival of Secretary of State George P. Shultz, Mrs. Aquino also said she hoped American expressions of support for her new Government would translate into ''massive'' aid."
nyt://article/f97d83de-5373-50d6-9c77-942e4d4cbee9,https://www.nytimes.com/1986/06/23/world/sanctions-are-called-a-safeguard.html,219,World,1986-06-23T05:00:00+0000,Foreign Desk,SANCTIONS ARE CALLED A SAFEGUARD,"  The leader of a high-level Commonwealth study group on South Africa warned this weekend that imposing economic sanctions against that country was the only way to protect Western investments there.   ''The choices before the West are very stark now,'' said Malcolm Fraser, the former Prime Minister of Australia, who was co-chairman of the Commonwealth's Eminent Persons Group that last week completed a seven-month study of South Africa's crisis."
nyt://article/dd597d4f-0e19-571e-8d84-e214e491261c,https://www.nytimes.com/1986/06/02/business/treasury-focus-on-short-term-bills.html,819,Business Day,1986-06-02T05:00:00+0000,Financial Desk,Treasury Focus on Short-Term Bills,"  Treasury financing this week is confined to the short-term bill market, with no note auctions expected until the middle of the month.   In advance of today's regular auction of new three- and six-month bills, the outstanding three-month issue was bid late Friday at 6.31 percent while the six-month issue was at 6.43 percent. Before Thursday's auction of $9.25 billion of new one-year bills - an issue the Treasury sells every four weeks - the outstanding one-year issue was bid late Friday at a rate of 6.49 percent.   To raise cash needed to continue Government operations until its cash balance is restored by midmonth tax receipts, tomorrow the Treasury will auction $5 billion of special 15-day cash management bills. The bills are sold in minimums of $1 million, and non-competitive bids are not accepted."
nyt://article/edb2672d-2449-5c1f-a747-22bb06c9f154,https://www.nytimes.com/1986/05/17/business/credit-markets-bonds-slide-in-profit-taking.html,592,Business Day,1986-05-17T05:00:00+0000,Financial Desk,Bonds Slide in Profit Taking,"  Bond prices tumbled again yesterday, as traders took profits in the face of an increasingly uncertain outlook for interest rates.   ''There have been a lot of very large sell programs from some go-away investors who have decided to sell out, go to the sidelines and reassess the situation,'' said A. Craig Coats Jr., a managing director in charge of the government securities department at Salomon Brothers.   As was the case on Thursday, the bulk of the selling occurred among longer-term issues, which because of their maturity are generally viewed by traders as highly speculative instruments."
nyt://article/a6332ec7-8000-55de-b3f7-7ae61b846e5a,https://www.nytimes.com/1986/06/30/business/dividend-meetings-706686.html,47,Business Day,1986-06-30T05:00:00+0000,Financial Desk,Dividend Meetings,"  Following is a partial list of dividend meetings for the week of June 30, 1986:"
nyt://article/c5a0cb3b-c1df-507b-b625-ffc076c3053c,https://www.nytimes.com/1986/05/14/business/sperry-still-silent.html,77,Business Day,1986-05-14T05:00:00+0000,Financial Desk,Sperry Still Silent,"  The Sperry Corporation's board reportedly met in a long session yesterday to discuss the Burroughs Corporation's hostile takeover bid, but Sperry made no comment about what actions it would take. Since the takeover effort began a week ago, analysts have expected Sperry to take some kind of defensive action, or seek another merger partner. So far, however, Sperry has said nothing publicly about the $70-a-share bid, the second Burroughs has made for the company in a year."
nyt://article/5ae6627d-9818-5c7e-b26f-f889bb8fe11f,https://www.nytimes.com/1986/04/11/world/us-carries-out-a-disputed-a-test.html,1064,World,1986-04-11T05:00:00+0000,Foreign Desk,U.S. CARRIES OUT A DISPUTED A-TEST,"  The United States carried out its second nuclear test of the year today, an action that was widely expected to spur the Soviet Union to resume its testing.   The Soviet Union has not conducted a nuclear test since it adopted a self-imposed moratorium Aug. 6. The United States has detonated nine nuclear explosions since that date.   In Moscow, the official Soviet press agency Tass denounced the test today as a ''dangerous destabilizing step'' that cast doubt on American reliability as a negotiating partner.  [ Page A8. ]  Test Had Been Postponed The test, which had been postponed twice, was planned for Tuesday, the same day President Reagan met with the departing Soviet Ambassador, Anatoly F. Dobrynin, to discuss a proposed summit meeting with Mikhail S. Gorbachev. Officials said the postponement was the result of technical problems and winds that could have carried any accidential radiation leaks toward populated areas."
nyt://article/b0b9a466-2a3a-5e61-a76f-8bfc79911a11,https://www.nytimes.com/1986/06/16/business/curb-on-loans-to-south-africa.html,582,Business Day,1986-06-16T05:00:00+0000,Financial Desk,CURB ON LOANS TO SOUTH AFRICA,"  The Bank of America, the nation's second-largest bank, has decided to end all lending to borrowers in South Africa until the system of racial separation known as apartheid is dismantled.   A committee of the board of directors of the BankAmerica Corporation, the bank's holding company, reached that decision on June 2, ratifying a proposal by the bank's management, a spokesman said. There has been no formal announcement of the new policy, however."
nyt://article/ca2aaff4-a553-5750-ac6a-df5cc7a1767d,https://www.nytimes.com/1986/05/30/business/briefs-676686.html,145,Business Day,1986-05-30T05:00:00+0000,Financial Desk,BRIEFS,"    * Aluminum Co. of America, Pittsburgh, said it would increase aluminum beverage-can body stock prices by about 7 percent on shipments beginning July 1.    * Collins Foods International, Los Angeles, said it had agreed to sell its 111 Kentucky Fried Chicken stores in southern California to Naugles Inc. of Fullerton, Calif."
nyt://article/4a3d13e4-4244-5713-a0e4-2b8a4b1e3081,https://www.nytimes.com/1986/06/03/world/around-the-world-1000-sikhs-arrested-in-punjab-in-2-days.html,153,World,1986-06-03T05:00:00+0000,Foreign Desk,"1,000 Sikhs Arrested In Punjab in 2 Days","  Nearly 1,000 Sikh militants have been arrested in the Punjab in two days of largely peaceful protests marking the second anniversary of an army raid on the Golden Temple, the Sikhs' holiest shrine, the authorities reported today.   Meanwhile, the state government withdrew all paramilitary policemen from the Golden Temple, where they have been since April 30, when a second raid on the shrine was conducted to flush out terrorist suspects there."
nyt://article/3a4c8708-1c43-5830-92e7-8eee3d961c5a,https://www.nytimes.com/1986/06/17/business/guinness-outlook.html,66,Business Day,1986-06-17T05:00:00+0000,Financial Desk,Guinness Outlook,"  Guinness P.L.C. said its initial review of the business of the Distillers Company confirmed the potential for significant improvements in productivity and performance. Guinness acquired Distillers for $4.1 billion in April, the largest takeover ever in Britain. Guinness also reported results for its first half, ended March 31, showed a 68.5 percent increase in pretax profits to $90.1 million, from $53.5 million."
